libellé_du_département;année;tour;parti;tendance_politique;inscrits;abstentions;votants;exprimés;voix;%_voix/ins;%_voix/exp;taux_de_chômage;incidents_de_délinquance;pib;18-24_ans;25-34_ans;35-49_ans;50-64_ans;65_ans_et_plus;moyenne_du_parti_18-24_ans;moyenne_du_parti_25-34_ans;moyenne_du_parti_35-49_ans;moyenne_du_parti_50-64_ans;moyenne_du_parti_65_ans_et_plus
HAUTEMARNE;2012;1;Les Républicains;Droite;138929;27345;111584;111584;30604;22,02851816;27,42687124;9,225;7683;21388;18985;19889;35250;39585;37073;24;28;26,5;33;41
MAYENNE;2012;1;Les Républicains;Droite;221493;34521;186972;186972;55945;25,25813457;29,92159254;6,4;9489;23713;33091;33700;61310;60227;56802;24;28;26,5;33;41
MEURTHEETMOSELLE;2012;1;Les Républicains;Droite;495506;99361;396145;396145;94415;19,05425969;23,83344482;9,525;36107;23540;103089;93242;143678;142930;121928;24;28;26,5;33;41
MEUSE;2012;1;Les Républicains;Droite;140133;25604;114529;114529;29863;21,31046934;26,07461866;10,125;7812;20236;21000;21939;38139;41092;35266;24;28;26,5;33;41
MORBIHAN;2012;1;Les Républicains;Droite;555819;86123;469696;469696;129838;23,3597628;27,6429861;8,475;25337;22283;75826;76482;146189;154826;148433;24;28;26,5;33;41
MOSELLE;2012;1;Les Républicains;Droite;745678;162948;582730;582730;148328;19,89169588;25,45398383;9,9;43163;22643;122869;133451;219100;216642;173052;24;28;26,5;33;41
NIEVRE;2012;1;Les Républicains;Droite;164911;31721;133190;133190;29400;17,82779802;22,07372926;9,7;7736;19769;20406;20451;39238;50137;53055;24;28;26,5;33;41
NORD;2012;1;Les Républicains;Droite;1792359;396523;1395836;1395836;338714;18,89766503;24,26603125;12,8;156238;23567;359713;343861;512572;478395;370484;24;28;26,5;33;41
OISE;2012;1;Les Républicains;Droite;548845;104642;444203;444203;115926;21,12181035;26,09752748;9,65;41114;22656;97951;101599;174268;157320;112216;24;28;26,5;33;41
ORNE;2012;1;Les Républicains;Droite;212521;35378;177143;177143;51498;24,23195825;29,07142817;9;9812;20885;30161;29071;54784;62446;61629;24;28;26,5;33;41
PASDECALAIS;2012;1;Les Républicains;Droite;1083728;218167;865561;865561;185632;17,1290213;21,44643763;12,925;66960;18841;177554;178994;294660;289459;227187;24;28;26,5;33;41
PUYDEDOME;2012;1;Les Républicains;Droite;449247;71581;377666;377666;79124;17,61258283;20,9507872;8,4;26449;25921;79795;74596;127819;132262;119661;24;28;26,5;33;41
PYRENEESATLANTIQUES;2012;1;Les Républicains;Droite;488946;86788;402158;402158;92967;19,01375612;23,1170336;8,15;25906;25518;70643;72514;134919;136405;139178;24;28;26,5;33;41
HAUTESPYRENEES;2012;1;Les Républicains;Droite;177417;29744;147673;147673;29512;16,63425715;19,98469592;10,75;8726;22664;23441;21709;44363;50238;53202;24;28;26,5;33;41
PYRENEESORIENTALES;2012;1;Les Républicains;Droite;329243;59937;269306;269306;66870;20,31022679;24,83049022;13,775;30570;20393;47063;47589;88734;92057;103715;24;28;26,5;33;41
BASRHIN;2012;1;Les Républicains;Droite;748087;150904;597183;597183;196968;26,32955793;32,9828545;8,3;46717;26815;145912;141938;233933;216253;171046;24;28;26,5;33;41
HAUTRHIN;2012;1;Les Républicains;Droite;521174;107366;413808;413808;129349;24,81877454;31,25821637;9,375;31343;23927;85087;92002;161738;153147;123424;24;28;26,5;33;41
RHONE;2012;1;Les Républicains;Droite;1100632;202748;897884;897884;271922;24,70598711;30,28475839;8,85;121405;34257;258027;251478;350407;296656;269630;24;28;26,5;33;41
HAUTESAONE;2012;1;Les Républicains;Droite;180646;30428;150218;150218;36967;20,46377999;24,60890173;9,375;8546;19070;23919;25885;49059;51337;44716;24;28;26,5;33;41
SAONEETLOIRE;2012;1;Les Républicains;Droite;409987;77577;332410;332410;84499;20,61016569;25,42011371;8,95;18496;22061;54131;56629;109009;119660;121800;24;28;26,5;33;41
SARTHE;2012;1;Les Républicains;Droite;406858;72523;334335;334335;86174;21,18036268;25,77474689;9,075;20925;24283;64443;62905;113593;112286;106043;24;28;26,5;33;41
SAVOIE;2012;1;Les Républicains;Droite;298785;50538;248247;248247;69544;23,27559951;28,01403441;7,6;24112;29532;48544;49847;89535;83192;72295;24;28;26,5;33;41
HAUTESAVOIE;2012;1;Les Républicains;Droite;504674;95316;409358;409358;136946;27,135537;33,45384724;7,125;34675;26935;84697;102200;171702;140113;111105;24;28;26,5;33;41
PARIS;2012;1;Les Républicains;Droite;1253322;248755;1004567;1004567;319482;25,49081561;31,8029559;8,05;235254;75439;306139;412555;473311;390229;329386;24;28;26,5;33;41
SEINEMARITIME;2012;1;Les Républicains;Droite;876165;167294;708871;708871;174024;19,86201229;24,54945963;10,775;64355;26583;163179;153338;245644;247876;210177;24;28;26,5;33;41
SEINEETMARNE;2012;1;Les Républicains;Droite;843673;186397;657276;657276;176116;20,87491244;26,794832;7,5;80179;23480;173862;178386;298171;248658;162223;24;28;26,5;33;41
YVELINES;2012;1;Les Républicains;Droite;926619;196240;730379;730379;246328;26,5835257;33,72605182;6,825;82938;30507;176847;178334;306111;262582;196832;24;28;26,5;33;41
DEUXSEVRES;2012;1;Les Républicains;Droite;270711;43596;227115;227115;55462;20,48753098;24,42022764;7,35;12391;24984;36332;39963;75536;77156;74451;24;28;26,5;33;41
SOMME;2012;1;Les Républicains;Droite;409444;74295;335149;335149;78680;19,21630308;23,47612554;11,625;26940;22513;74410;69103;114292;112101;94720;24;28;26,5;33;41
TARN;2012;1;Les Républicains;Droite;283884;41824;242060;242060;55099;19,40898395;22,76253821;10,575;13098;20081;38203;37944;74671;79600;84651;24;28;26,5;33;41
TARNETGARONNE;2012;1;Les Républicains;Droite;175312;26302;149010;149010;36666;20,91471206;24,60640225;10,375;10689;20773;24030;26989;51047;49794;48065;24;28;26,5;33;41
VAR;2012;1;Les Républicains;Droite;757180;147017;610163;610163;209233;27,63319158;34,29132871;10,4;59924;22915;107231;106943;199691;208627;232611;24;28;26,5;33;41
VAUCLUSE;2012;1;Les Républicains;Droite;388052;69617;318435;318435;85898;22,13569315;26,97504985;12;31709;23280;62065;61183;109515;109558;104168;24;28;26,5;33;41
VENDEE;2012;1;Les Républicains;Droite;488819;71718;417101;417101;133985;27,4099411;32,12291507;7,675;22364;23500;63524;71889;128339;133903;130427;24;28;26,5;33;41
VIENNE;2012;1;Les Républicains;Droite;303653;52557;251096;251096;60188;19,82130919;23,97011502;8,2;16592;23190;56688;50134;82049;86066;80844;24;28;26,5;33;41
HAUTEVIENNE;2012;1;Les Républicains;Droite;264914;41025;223889;223889;43225;16,31661596;19,30644203;9,175;13010;23619;43799;40647;73061;78664;79860;24;28;26,5;33;41
VOSGES;2012;1;Les Républicains;Droite;285410;51334;234076;234076;57964;20,30902912;24,76289752;11,025;12303;21830;40455;40316;75354;81445;72546;24;28;26,5;33;41
YONNE;2012;1;Les Républicains;Droite;245258;47235;198023;198023;53719;21,90305719;27,12765689;9,5;16286;22198;33938;35989;67161;72873;69290;24;28;26,5;33;41
TERRITOIREDEBELFORT;2012;1;Les Républicains;Droite;94889;18382;76507;76507;17891;18,85466176;23,38478832;10,65;4420;23982;18292;18449;28979;27951;22388;24;28;26,5;33;41
ESSONNE;2012;1;Les Républicains;Droite;767292;159764;607528;607528;152079;19,82022489;25,03242649;6,9;70473;26718;161934;164111;266073;222359;162958;24;28;26,5;33;41
HAUTSDESEINE;2012;1;Les Républicains;Droite;938538;193160;745378;745378;256570;27,33719892;34,42146133;7,4;98309;73277;192519;245346;355408;265325;215649;24;28;26,5;33;41
SEINESAINTDENIS;2012;1;Les Républicains;Droite;740536;196517;544019;544019;104010;14,0452321;19,11881754;12,05;139514;27420;206647;233220;326106;258609;167503;24;28;26,5;33;41
VALDEMARNE;2012;1;Les Républicains;Droite;767571;172708;594863;594863;155552;20,26548684;26,14921419;8,225;85078;29250;172344;198192;290507;235449;179315;24;28;26,5;33;41
VALDOISE;2012;1;Les Républicains;Droite;704810;162343;542467;542467;139863;19,84407145;25,78276651;9,45;86537;25765;162242;162623;250068;215873;137990;24;28;26,5;33;41
AIN;2012;1;La France insoumise;Gauche;393808;65996;327812;327812;30898;7,845955389;9,425524386;6,85;23135;22850;67702;73847;135992;115767;92815;16;11;11,5;10;8
AISNE;2012;1;La France insoumise;Gauche;376068;72928;303140;303140;30360;8,073008073;10,01517451;13,675;24382;19908;61590;62781;108423;110951;90064;16;11;11,5;10;8
ALLIER;2012;1;La France insoumise;Gauche;256275;45266;211009;211009;27969;10,91366696;13,25488486;9,825;13101;21489;32832;33296;65986;75287;81129;16;11;11,5;10;8
ALPESDEHAUTEPROVENCE;2012;1;La France insoumise;Gauche;123933;21034;102899;102899;15269;12,32036665;14,83882253;10,625;7401;21135;15655;15662;32014;34826;35538;16;11;11,5;10;8
HAUTESALPES;2012;1;La France insoumise;Gauche;106865;18246;88619;88619;12175;11,39287887;13,73858879;8,575;6100;25872;13560;14779;28606;29822;28399;16;11;11,5;10;8
ALPESMARITIMES;2012;1;La France insoumise;Gauche;745288;153383;591905;591905;49493;6,640788527;8,361645872;9,325;82997;27723;121233;122305;218648;207638;239352;16;11;11,5;10;8
ARDECHE;2012;1;La France insoumise;Gauche;243351;38560;204791;204791;28247;11,60751343;13,79308661;10,025;11825;19537;30557;31891;64635;67749;66820;16;11;11,5;10;8
ARDENNES;2012;1;La France insoumise;Gauche;196579;40508;156071;156071;14260;7,254081056;9,136867195;11,825;11055;20263;31534;31854;57602;59204;48852;16;11;11,5;10;8
ARIEGE;2012;1;La France insoumise;Gauche;116370;18502;97868;97868;16197;13,91853571;16,54984265;11,55;5951;19782;14173;14802;30187;33620;34384;16;11;11,5;10;8
AUBE;2012;1;La France insoumise;Gauche;203590;37939;165651;165651;12860;6,31661673;7,763309609;10,775;14367;24089;35627;34883;59857;62288;56145;16;11;11,5;10;8
AUDE;2012;1;La France insoumise;Gauche;264288;43641;220647;220647;28456;10,76704201;12,89661767;13,025;18478;20595;36728;36199;71461;75599;79976;16;11;11,5;10;8
AVEYRON;2012;1;La France insoumise;Gauche;218347;32095;186252;186252;22282;10,20485741;11,96336147;6,825;6995;22191;25044;26927;53726;59387;66225;16;11;11,5;10;8
BOUCHESDURHONE;2012;1;La France insoumise;Gauche;1314766;257432;1057334;1057334;139719;10,62691004;13,21427288;11,85;163605;27818;251552;241536;402337;377966;355050;16;11;11,5;10;8
CALVADOS;2012;1;La France insoumise;Gauche;490547;82498;408049;408049;42396;8,642596938;10,38992866;9,4;27620;23724;87490;80547;133652;139131;121315;16;11;11,5;10;8
CANTAL;2012;1;La France insoumise;Gauche;120962;20366;100596;100596;8836;7,3047734;8,783649449;6,475;3397;19652;13068;14058;29061;33706;35652;16;11;11,5;10;8
CHARENTE;2012;1;La France insoumise;Gauche;260765;46641;214124;214124;23707;9,09132744;11,07162205;10,05;14293;23736;35363;36163;69905;77761;76922;16;11;11,5;10;8
CHARENTEMARITIME;2012;1;La France insoumise;Gauche;471947;85478;386469;386469;39313;8,329960779;10,17235535;9,85;31210;20919;64159;62025;120405;136881;144255;16;11;11,5;10;8
CHER;2012;1;La France insoumise;Gauche;230917;45295;185622;185622;25079;10,86061225;13,51079075;9,725;12313;22272;31595;31748;60821;68171;67438;16;11;11,5;10;8
CORREZE;2012;1;La France insoumise;Gauche;186701;27332;159369;159369;16462;8,817306817;10,32948691;7,525;7993;22842;23141;23541;46394;53074;57576;16;11;11,5;10;8
COTEDOR;2012;1;La France insoumise;Gauche;354789;60284;294505;294505;27496;7,749958426;9,336344035;8,1;21977;28139;71270;64496;103315;105700;92628;16;11;11,5;10;8
COTESDARMOR;2012;1;La France insoumise;Gauche;450961;64453;386508;386508;46303;10,26762846;11,97982965;8,25;18748;21179;58177;58363;114100;127070;132034;16;11;11,5;10;8
CREUSE;2012;1;La France insoumise;Gauche;96875;17218;79657;79657;10117;10,44335484;12,70070427;9,425;2872;18475;10456;10120;22721;28745;31905;16;11;11,5;10;8
DORDOGNE;2012;1;La France insoumise;Gauche;311933;47286;264647;264647;35489;11,37712265;13,40993852;10,3;13281;18953;37377;38091;79703;94726;102927;16;11;11,5;10;8
DOUBS;2012;1;La France insoumise;Gauche;359193;61777;297416;297416;31936;8,891041863;10,73782177;8,9;25129;25700;69435;68170;105749;100069;87353;16;11;11,5;10;8
DROME;2012;1;La France insoumise;Gauche;353056;59555;293501;293501;34877;9,878602828;11,8830941;10,325;28484;25574;53465;54461;99957;98154;91392;16;11;11,5;10;8
EURE;2012;1;La France insoumise;Gauche;417830;77270;340560;340560;34572;8,274178494;10,15151515;10,075;22391;20986;64929;70119;124236;119194;91494;16;11;11,5;10;8
EUREETLOIR;2012;1;La France insoumise;Gauche;297784;56589;241195;241195;21230;7,129328641;8,802006675;9,075;17593;21769;46322;50874;88800;86635;72260;16;11;11,5;10;8
FINISTERE;2012;1;La France insoumise;Gauche;676771;107176;569595;569595;64505;9,531289018;11,32471317;8,5;35551;24094;99812;99349;179606;186639;177781;16;11;11,5;10;8
GARD;2012;1;La France insoumise;Gauche;513138;87990;425148;425148;55731;10,86082107;13,10861159;12,575;40260;20589;79732;78041;146318;149826;140875;16;11;11,5;10;8
HAUTEGARONNE;2012;1;La France insoumise;Gauche;845035;139682;705353;705353;92798;10,98155698;13,15624942;9,725;83708;29869;185048;183018;269351;226030;190308;16;11;11,5;10;8
GERS;2012;1;La France insoumise;Gauche;143798;20408;123390;123390;14558;10,12392384;11,79836291;7,35;6104;19791;16712;17023;37518;42445;45218;16;11;11,5;10;8
GIRONDE;2012;1;La France insoumise;Gauche;1007663;174717;832946;832946;96165;9,543369162;11,54516619;9,625;78078;27452;193105;185237;309179;287157;250735;16;11;11,5;10;8
HERAULT;2012;1;La France insoumise;Gauche;746616;133194;613422;613422;80036;10,71983456;13,04746162;13,475;75913;22999;143782;130191;212457;205318;202227;16;11;11,5;10;8
ILLEETVILAINE;2012;1;La France insoumise;Gauche;697043;106972;590071;590071;59901;8,593587483;10,15149024;7,75;41861;27788;139084;128894;206537;181207;156469;16;11;11,5;10;8
INDRE;2012;1;La France insoumise;Gauche;173772;31336;142436;142436;15645;9,003176576;10,98388048;8,825;8102;20667;20941;21484;44790;50247;54116;16;11;11,5;10;8
INDREETLOIRE;2012;1;La France insoumise;Gauche;412904;71358;341546;341546;36657;8,877850542;10,73266851;8,425;25113;24531;76073;69242;117652;116935;111739;16;11;11,5;10;8
ISERE;2012;1;La France insoumise;Gauche;821279;142907;678372;678372;82657;10,0644239;12,18461257;8,05;65666;26355;156799;151283;257745;225657;192483;16;11;11,5;10;8
JURA;2012;1;La France insoumise;Gauche;188252;30917;157335;157335;19338;10,27240082;12,29097149;7,075;8690;22515;26892;27601;53378;53202;51359;16;11;11,5;10;8
LANDES;2012;1;La France insoumise;Gauche;296740;48073;248667;248667;30508;10,28105412;12,26861626;8,8;16018;22749;36386;40363;81947;83733;82536;16;11;11,5;10;8
LOIRETCHER;2012;1;La France insoumise;Gauche;243061;41785;201276;201276;19437;7,996758015;9,656889048;8,375;13525;22575;32778;33674;65675;69473;70303;16;11;11,5;10;8
LOIRE;2012;1;La France insoumise;Gauche;509701;89226;420475;420475;46104;9,045303031;10,96474226;9,525;34668;22160;88399;84836;145806;148233;147696;16;11;11,5;10;8
HAUTELOIRE;2012;1;La France insoumise;Gauche;176103;27225;148878;148878;16214;9,207111747;10,89079649;7,9;6071;19460;22135;22813;45944;47917;46043;16;11;11,5;10;8
LOIREATLANTIQUE;2012;1;La France insoumise;Gauche;935254;147361;787893;787893;90140;9,638023467;11,44063978;7,975;75133;27310;165315;164455;271200;248297;207676;16;11;11,5;10;8
LOIRET;2012;1;La France insoumise;Gauche;442928;80197;362731;362731;33923;7,658806849;9,352109414;9,175;32773;28681;77848;79835;132783;129507;114290;16;11;11,5;10;8
LOT;2012;1;La France insoumise;Gauche;135178;18738;116440;116440;16400;12,13215168;14,08450704;9,175;5334;21101;15035;15245;33271;40323;43814;16;11;11,5;10;8
LOTETGARONNE;2012;1;La France insoumise;Gauche;240926;40306;200620;200620;22966;9,532387538;11,44751271;9,725;11794;20825;32491;33585;63582;70567;75969;16;11;11,5;10;8
LOZERE;2012;1;La France insoumise;Gauche;59890;8857;51033;51033;6208;10,3656704;12,16467776;5,675;1963;20889;7565;7871;15400;16904;15786;16;11;11,5;10;8
MAINEETLOIRE;2012;1;La France insoumise;Gauche;553014;86386;466628;466628;42601;7,703421613;9,129542162;8,65;29709;22743;102670;94347;156274;149415;134569;16;11;11,5;10;8
MANCHE;2012;1;La France insoumise;Gauche;375716;63635;312081;312081;30167;8,029202909;9,66640071;7,975;13063;21767;52029;51765;97509;105965;104682;16;11;11,5;10;8
MARNE;2012;1;La France insoumise;Gauche;382003;80039;301964;301964;25292;6,620890412;8,375832881;9,25;30241;29369;77238;71309;112679;112601;91827;16;11;11,5;10;8
HAUTEMARNE;2012;1;La France insoumise;Gauche;138929;27345;111584;111584;9720;6,996379446;8,710926298;9,225;7683;21388;18985;19889;35250;39585;37073;16;11;11,5;10;8
MAYENNE;2012;1;La France insoumise;Gauche;221493;34521;186972;186972;15136;6,833624539;8,095329782;6,4;9489;23713;33091;33700;61310;60227;56802;16;11;11,5;10;8
MEURTHEETMOSELLE;2012;1;La France insoumise;Gauche;495506;99361;396145;396145;47042;9,493729642;11,87494478;9,525;36107;23540;103089;93242;143678;142930;121928;16;11;11,5;10;8
MEUSE;2012;1;La France insoumise;Gauche;140133;25604;114529;114529;9951;7,101111087;8,688629081;10,125;7812;20236;21000;21939;38139;41092;35266;16;11;11,5;10;8
MORBIHAN;2012;1;La France insoumise;Gauche;555819;86123;469696;469696;47220;8,4955714;10,05331108;8,475;25337;22283;75826;76482;146189;154826;148433;16;11;11,5;10;8
MOSELLE;2012;1;La France insoumise;Gauche;745678;162948;582730;582730;54455;7,302749981;9,344808059;9,9;43163;22643;122869;133451;219100;216642;173052;16;11;11,5;10;8
NIEVRE;2012;1;La France insoumise;Gauche;164911;31721;133190;133190;15601;9,460254319;11,71334184;9,7;7736;19769;20406;20451;39238;50137;53055;16;11;11,5;10;8
NORD;2012;1;La France insoumise;Gauche;1792359;396523;1395836;1395836;173037;9,654148527;12,39665691;12,8;156238;23567;359713;343861;512572;478395;370484;16;11;11,5;10;8
OISE;2012;1;La France insoumise;Gauche;548845;104642;444203;444203;44057;8,0272208;9,918213069;9,65;41114;22656;97951;101599;174268;157320;112216;16;11;11,5;10;8
ORNE;2012;1;La France insoumise;Gauche;212521;35378;177143;177143;15501;7,29386743;8,750557459;9;9812;20885;30161;29071;54784;62446;61629;16;11;11,5;10;8
PASDECALAIS;2012;1;La France insoumise;Gauche;1083728;218167;865561;865561;97974;9,040460337;11,31913291;12,925;66960;18841;177554;178994;294660;289459;227187;16;11;11,5;10;8
PUYDEDOME;2012;1;La France insoumise;Gauche;449247;71581;377666;377666;51691;11,5061425;13,6869615;8,4;26449;25921;79795;74596;127819;132262;119661;16;11;11,5;10;8
PYRENEESATLANTIQUES;2012;1;La France insoumise;Gauche;488946;86788;402158;402158;46749;9,561178535;11,62453563;8,15;25906;25518;70643;72514;134919;136405;139178;16;11;11,5;10;8
HAUTESPYRENEES;2012;1;La France insoumise;Gauche;177417;29744;147673;147673;21934;12,36296409;14,85308757;10,75;8726;22664;23441;21709;44363;50238;53202;16;11;11,5;10;8
PYRENEESORIENTALES;2012;1;La France insoumise;Gauche;329243;59937;269306;269306;33739;10,24744641;12,52812785;13,775;30570;20393;47063;47589;88734;92057;103715;16;11;11,5;10;8
BASRHIN;2012;1;La France insoumise;Gauche;748087;150904;597183;597183;42302;5,654689896;7,083590792;8,3;46717;26815;145912;141938;233933;216253;171046;16;11;11,5;10;8
HAUTRHIN;2012;1;La France insoumise;Gauche;521174;107366;413808;413808;30076;5,770817424;7,268105015;9,375;31343;23927;85087;92002;161738;153147;123424;16;11;11,5;10;8
RHONE;2012;1;La France insoumise;Gauche;1100632;202748;897884;897884;94876;8,620138248;10,56662108;8,85;121405;34257;258027;251478;350407;296656;269630;16;11;11,5;10;8
HAUTESAONE;2012;1;La France insoumise;Gauche;180646;30428;150218;150218;14125;7,819160125;9,403000972;9,375;8546;19070;23919;25885;49059;51337;44716;16;11;11,5;10;8
SAONEETLOIRE;2012;1;La France insoumise;Gauche;409987;77577;332410;332410;34548;8,426608649;10,39318913;8,95;18496;22061;54131;56629;109009;119660;121800;16;11;11,5;10;8
SARTHE;2012;1;La France insoumise;Gauche;406858;72523;334335;334335;35143;8,637657364;10,5113135;9,075;20925;24283;64443;62905;113593;112286;106043;16;11;11,5;10;8
SAVOIE;2012;1;La France insoumise;Gauche;298785;50538;248247;248247;27875;9,329450943;11,2287359;7,6;24112;29532;48544;49847;89535;83192;72295;16;11;11,5;10;8
HAUTESAVOIE;2012;1;La France insoumise;Gauche;504674;95316;409358;409358;37117;7,354648744;9,06712462;7,125;34675;26935;84697;102200;171702;140113;111105;16;11;11,5;10;8
PARIS;2012;1;La France insoumise;Gauche;1253322;248755;1004567;1004567;110101;8,784733692;10,96004547;8,05;235254;75439;306139;412555;473311;390229;329386;16;11;11,5;10;8
SEINEMARITIME;2012;1;La France insoumise;Gauche;876165;167294;708871;708871;91759;10,47279907;12,94438621;10,775;64355;26583;163179;153338;245644;247876;210177;16;11;11,5;10;8
SEINEETMARNE;2012;1;La France insoumise;Gauche;843673;186397;657276;657276;71097;8,42708016;10,81691709;7,5;80179;23480;173862;178386;298171;248658;162223;16;11;11,5;10;8
YVELINES;2012;1;La France insoumise;Gauche;926619;196240;730379;730379;65520;7,070867314;8,970685083;6,825;82938;30507;176847;178334;306111;262582;196832;16;11;11,5;10;8
DEUXSEVRES;2012;1;La France insoumise;Gauche;270711;43596;227115;227115;22709;8,388650627;9,998899236;7,35;12391;24984;36332;39963;75536;77156;74451;16;11;11,5;10;8
SOMME;2012;1;La France insoumise;Gauche;409444;74295;335149;335149;36213;8,844432938;10,80504492;11,625;26940;22513;74410;69103;114292;112101;94720;16;11;11,5;10;8
TARN;2012;1;La France insoumise;Gauche;283884;41824;242060;242060;28800;10,1449888;11,89787656;10,575;13098;20081;38203;37944;74671;79600;84651;16;11;11,5;10;8
TARNETGARONNE;2012;1;La France insoumise;Gauche;175312;26302;149010;149010;16313;9,305124578;10,94758741;10,375;10689;20773;24030;26989;51047;49794;48065;16;11;11,5;10;8
VAR;2012;1;La France insoumise;Gauche;757180;147017;610163;610163;54553;7,204759767;8,940725675;10,4;59924;22915;107231;106943;199691;208627;232611;16;11;11,5;10;8
VAUCLUSE;2012;1;La France insoumise;Gauche;388052;69617;318435;318435;34879;8,988228382;10,95325577;12;31709;23280;62065;61183;109515;109558;104168;16;11;11,5;10;8
VENDEE;2012;1;La France insoumise;Gauche;488819;71718;417101;417101;34471;7,051894464;8,264425163;7,675;22364;23500;63524;71889;128339;133903;130427;16;11;11,5;10;8
VIENNE;2012;1;La France insoumise;Gauche;303653;52557;251096;251096;27037;8,903913348;10,76759486;8,2;16592;23190;56688;50134;82049;86066;80844;16;11;11,5;10;8
HAUTEVIENNE;2012;1;La France insoumise;Gauche;264914;41025;223889;223889;31304;11,81666503;13,98192854;9,175;13010;23619;43799;40647;73061;78664;79860;16;11;11,5;10;8
VOSGES;2012;1;La France insoumise;Gauche;285410;51334;234076;234076;22162;7,764969693;9,467865138;11,025;12303;21830;40455;40316;75354;81445;72546;16;11;11,5;10;8
YONNE;2012;1;La France insoumise;Gauche;245258;47235;198023;198023;19540;7,967120339;9,867540639;9,5;16286;22198;33938;35989;67161;72873;69290;16;11;11,5;10;8
TERRITOIREDEBELFORT;2012;1;La France insoumise;Gauche;94889;18382;76507;76507;8547;9,007366502;11,17152679;10,65;4420;23982;18292;18449;28979;27951;22388;16;11;11,5;10;8
ESSONNE;2012;1;La France insoumise;Gauche;767292;159764;607528;607528;73240;9,545257868;12,05541144;6,9;70473;26718;161934;164111;266073;222359;162958;16;11;11,5;10;8
HAUTSDESEINE;2012;1;La France insoumise;Gauche;938538;193160;745378;745378;75911;8,088218058;10,18422867;7,4;98309;73277;192519;245346;355408;265325;215649;16;11;11,5;10;8
SEINESAINTDENIS;2012;1;La France insoumise;Gauche;740536;196517;544019;544019;90710;12,24923569;16,67404999;12,05;139514;27420;206647;233220;326106;258609;167503;16;11;11,5;10;8
VALDEMARNE;2012;1;La France insoumise;Gauche;767571;172708;594863;594863;81950;10,67653676;13,77628126;8,225;85078;29250;172344;198192;290507;235449;179315;16;11;11,5;10;8
VALDOISE;2012;1;La France insoumise;Gauche;704810;162343;542467;542467;63679;9,034917212;11,73877858;9,45;86537;25765;162242;162623;250068;215873;137990;16;11;11,5;10;8
AIN;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;393808;65996;327812;327812;3323;0,843812213;1,013690774;6,85;23135;22850;67702;73847;135992;115767;92815;4,8;3,8;4,8;4,35;3,3
AISNE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;376068;72928;303140;303140;3860;1,026410117;1,273339051;13,675;24382;19908;61590;62781;108423;110951;90064;4,8;3,8;4,8;4,35;3,3
ALLIER;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;256275;45266;211009;211009;2584;1,008291874;1,224592316;9,825;13101;21489;32832;33296;65986;75287;81129;4,8;3,8;4,8;4,35;3,3
ALPESDEHAUTEPROVENCE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;123933;21034;102899;102899;1394;1,124801304;1,354726479;10,625;7401;21135;15655;15662;32014;34826;35538;4,8;3,8;4,8;4,35;3,3
HAUTESALPES;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;106865;18246;88619;88619;1152;1,077995602;1,299946964;8,575;6100;25872;13560;14779;28606;29822;28399;4,8;3,8;4,8;4,35;3,3
ALPESMARITIMES;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;745288;153383;591905;591905;4048;0,543145737;0,68389353;9,325;82997;27723;121233;122305;218648;207638;239352;4,8;3,8;4,8;4,35;3,3
ARDECHE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;243351;38560;204791;204791;2750;1,130054941;1,342832449;10,025;11825;19537;30557;31891;64635;67749;66820;4,8;3,8;4,8;4,35;3,3
ARDENNES;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;196579;40508;156071;156071;1981;1,007737347;1,269294103;11,825;11055;20263;31534;31854;57602;59204;48852;4,8;3,8;4,8;4,35;3,3
ARIEGE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;116370;18502;97868;97868;1396;1,199621896;1,426411084;11,55;5951;19782;14173;14802;30187;33620;34384;4,8;3,8;4,8;4,35;3,3
AUBE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;203590;37939;165651;165651;1632;0,801611081;0,985203832;10,775;14367;24089;35627;34883;59857;62288;56145;4,8;3,8;4,8;4,35;3,3
AUDE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;264288;43641;220647;220647;2724;1,030693789;1,234551116;13,025;18478;20595;36728;36199;71461;75599;79976;4,8;3,8;4,8;4,35;3,3
AVEYRON;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;218347;32095;186252;186252;2417;1,106953611;1,297704186;6,825;6995;22191;25044;26927;53726;59387;66225;4,8;3,8;4,8;4,35;3,3
BOUCHESDURHONE;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;1314766;257432;1057334;1057334;8293;0,630758629;0,784331157;11,85;163605;27818;251552;241536;402337;377966;355050;4,8;3,8;4,8;4,35;3,3
CALVADOS;2012;1;Nouveau Parti Anticapitaliste;Extrême Gauche;490547;82498;408049;408049;5385;1,09775414;1,319694448;9,4;27620;23724;87490;80547;133652;139131;121315;4,8;3,8;4,8;4,35;3,3
